,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,gender
6853,Y,Y,0,180000,Working,Higher education,Married,With parents,Laborers,2,31,4,1,0,M
6854,Y,Y,0,180000,Working,Higher education,Married,With parents,Laborers,2,31,4,1,1,M
6855,N,Y,0,391500,Working,Secondary / secondary special,Separated,House / apartment,Security staff,1,48,4,1,1,M
6856,N,Y,0,391500,Working,Secondary / secondary special,Separated,House / apartment,Security staff,1,48,4,1,0,M
6857,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,68,0,0,0,M
6858,Y,N,0,119250,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,49,1,1,1,M
6859,Y,N,0,119250,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,49,1,1,0,M
6860,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,50,0,1,0,M
6861,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,50,0,1,1,M
6862,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,32,1,1,M
6863,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,56,14,1,1,M
6864,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,28,1,1,1,M
6865,N,N,0,270000,Working,Incomplete higher,Single / not married,House / apartment,Not identified,1,24,0,1,1,M
6866,N,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,55,24,1,1,M
6867,N,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,55,24,1,0,M
6868,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Managers,3,51,8,1,0,M
6869,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Managers,3,51,8,1,1,M
6870,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,1,M
6871,Y,Y,2,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,48,10,1,0,M
6872,N,Y,0,148500,Pensioner,Incomplete higher,Separated,House / apartment,Not identified,1,51,0,0,1,M
6873,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,34,7,1,0,M
6874,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,34,7,1,1,M
6875,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,38,12,1,0,M
6876,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,38,12,1,1,M
6877,Y,Y,0,202500,Working,Higher education,Married,House / apartment,Managers,2,41,5,1,1,M
6878,Y,Y,0,202500,Working,Higher education,Married,House / apartment,Managers,2,41,5,1,0,M
6879,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,48,12,1,0,M
6880,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,1,1,0,M
6881,N,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,2,54,0,1,1,M
6882,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,Not identified,4,39,0,1,1,M
6883,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,Not identified,4,39,0,1,0,M
6884,Y,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,33,10,1,1,M
6885,Y,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,33,10,1,0,M
6886,Y,Y,0,180000,Working,Lower secondary,Single / not married,House / apartment,Laborers,1,33,6,1,1,M
6887,Y,Y,0,180000,Working,Lower secondary,Single / not married,House / apartment,Laborers,1,33,6,1,0,M
6888,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,Drivers,3,35,3,1,1,M
6889,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,Drivers,3,35,3,1,0,M
6890,Y,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,0,M
6891,Y,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1,M
6892,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,3,37,7,1,1,M
6893,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,3,37,7,1,0,M
6894,N,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,26,3,1,1,M
6895,Y,N,0,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Not identified,1,47,2,1,0,M
6896,Y,N,0,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Not identified,1,47,2,1,1,M
6897,N,N,2,202500,Working,Lower secondary,Married,House / apartment,Laborers,4,38,6,1,1,M
6898,N,N,2,202500,Working,Lower secondary,Married,House / apartment,Laborers,4,38,6,1,0,M
6899,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,27,0,1,1,M
6900,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,45,22,1,1,M
6901,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,45,22,1,0,M
6902,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,60,3,1,1,M
6903,Y,Y,2,254700,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,48,24,1,1,M
6904,Y,Y,2,254700,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,48,24,1,0,M
6905,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,33,10,1,0,M
6906,N,Y,0,247500,Working,Higher education,Married,House / apartment,Drivers,2,29,9,1,0,M
6907,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Drivers,2,30,9,1,0,M
6908,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Drivers,2,30,9,1,1,M
6909,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,24,0,1,1,M
6910,N,Y,0,180000,Working,Lower secondary,Civil marriage,House / apartment,Managers,2,36,5,1,1,M
6911,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,52,2,1,0,M
6912,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,52,2,1,1,M
6913,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,1,M
6914,Y,Y,0,900000,Commercial associate,Higher education,Married,House / apartment,Managers,2,42,15,1,0,M
6915,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,26,2,1,1,M
6916,Y,N,1,180000,Commercial associate,Higher education,Married,House / apartment,IT staff,3,36,4,1,0,M
6917,Y,Y,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,52,0,0,1,M
6918,Y,Y,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,52,0,0,0,M
6919,N,N,1,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,3,24,4,1,0,M
6920,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,49,1,1,1,M
6921,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,49,1,1,0,M
6922,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,55,2,1,1,M
6923,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,55,2,1,0,M
6924,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,Not identified,3,32,8,1,1,M
6925,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,Not identified,3,32,8,1,0,M
6926,Y,Y,1,180000,Working,Incomplete higher,Married,House / apartment,Laborers,3,33,5,1,1,M
6927,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,49,8,1,0,M
6928,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,49,8,1,1,M
6929,Y,Y,0,157500,Working,Higher education,Married,House / apartment,Security staff,2,52,1,1,1,M
6930,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,Rented apartment,Drivers,1,25,1,1,1,M
6931,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,Rented apartment,Drivers,1,25,1,1,0,M
6932,Y,Y,0,450000,Working,Higher education,Married,House / apartment,Managers,2,53,12,1,1,M
6933,Y,Y,0,450000,Working,Higher education,Married,House / apartment,Managers,2,53,12,1,0,M
6934,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,28,3,1,1,M
6935,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,28,3,1,0,M
6936,Y,Y,1,315000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,56,2,1,1,M
6937,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,4,35,3,1,1,M
6938,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,41,19,1,1,M
6939,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,41,19,1,0,M
6940,Y,Y,0,139500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,47,0,1,0,M
6941,Y,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,52,4,1,0,M
6942,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Drivers,3,37,2,1,1,M
6943,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,49,2,1,0,M
6944,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,49,2,1,1,M
6945,Y,Y,1,315000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,49,7,1,1,M
6946,Y,Y,1,315000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,49,7,1,0,M
6947,Y,Y,0,292500,Working,Secondary / secondary special,Married,Rented apartment,Not identified,2,47,2,1,1,M
6948,Y,Y,0,292500,Working,Secondary / secondary special,Married,Rented apartment,Not identified,2,47,2,1,0,M
6949,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,4,1,1,M
6950,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,4,1,0,M
6951,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Managers,2,61,10,1,1,M
6952,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Managers,2,61,10,1,0,M
6953,Y,Y,0,153000,Working,Higher education,Separated,With parents,Managers,1,55,20,1,0,M
6954,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,64,1,1,1,M
6955,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,64,1,1,0,M
6956,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,43,9,1,0,M
6957,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,43,9,1,1,M
6958,Y,Y,1,157500,State servant,Higher education,Married,House / apartment,Not identified,3,32,6,1,0,M
6959,Y,Y,1,157500,State servant,Higher education,Married,House / apartment,Not identified,3,32,6,1,1,M
6960,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,Drivers,1,50,4,1,1,M
6961,Y,Y,1,427500,Working,Higher education,Married,House / apartment,Managers,3,42,0,1,1,M
6962,Y,Y,1,427500,Working,Higher education,Married,House / apartment,Managers,3,42,0,1,0,M
6963,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,39,8,1,0,M
6964,Y,Y,0,220500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,2,1,0,M
6965,Y,Y,0,220500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,2,1,1,M
6966,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,8,1,1,M
6967,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,8,1,0,M
6968,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,54,8,1,0,M
6969,Y,N,0,247500,Working,Higher education,Married,Municipal apartment,Security staff,2,47,4,1,1,M
6970,Y,N,0,247500,Working,Higher education,Married,Municipal apartment,Security staff,2,47,4,1,0,M
6971,Y,Y,1,310500,Working,Higher education,Married,House / apartment,IT staff,3,31,8,1,1,M
6972,Y,Y,3,148500,State servant,Secondary / secondary special,Married,House / apartment,Drivers,5,36,5,1,0,M
6973,Y,Y,3,148500,State servant,Secondary / secondary special,Married,House / apartment,Drivers,5,36,5,1,1,M
6974,N,Y,0,351000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,51,0,1,1,M
6975,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,9,1,0,M
6976,Y,Y,0,173250,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,45,6,1,0,M
6977,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,45,8,1,0,M
6978,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,45,8,1,1,M
6979,Y,Y,1,337500,Commercial associate,Secondary / secondary special,Separated,House / apartment,High skill tech staff,2,32,11,1,1,M
6980,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,39,0,1,0,M
6981,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,39,0,1,1,M
6982,Y,N,0,225000,State servant,Higher education,Civil marriage,House / apartment,Drivers,2,44,14,1,0,M
6983,Y,N,1,450000,Working,Secondary / secondary special,Married,With parents,Not identified,3,35,0,1,0,M
6984,N,Y,2,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,53,7,1,1,M
6985,N,Y,2,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,53,7,1,0,M
6986,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,Security staff,4,45,1,1,0,M
6987,Y,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,43,1,1,0,M
6988,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,37,1,1,1,M
6989,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,37,1,1,0,M
6990,N,Y,1,198000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Managers,2,27,0,1,1,M
6991,N,Y,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,47,15,1,1,M
6992,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,58,6,1,1,M
6993,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Managers,3,50,1,1,0,M
6994,N,N,1,180000,Working,Lower secondary,Married,House / apartment,Laborers,3,40,12,1,1,M
6995,N,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,33,1,1,0,M
6996,N,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,33,1,1,1,M
6997,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,14,1,0,M
6998,Y,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,49,2,1,0,M
6999,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,35,14,1,1,M
7000,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,31,2,1,1,M
7001,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,2,1,0,M
7002,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,52,8,1,1,M
7003,Y,N,1,229500,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,60,11,1,0,M
7004,Y,N,1,229500,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,60,11,1,1,M
7005,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,32,7,1,1,M
7006,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,Not identified,3,51,0,1,1,M
7007,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,Not identified,3,51,0,1,0,M
7008,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,58,5,1,0,M
7009,Y,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,53,2,1,1,M
7010,Y,Y,1,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,49,0,0,1,M
7011,Y,Y,1,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,49,0,0,0,M
7012,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,High skill tech staff,1,34,5,1,0,M
7013,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,1,1,1,M
7014,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,Not identified,2,28,1,1,0,M
7015,N,Y,0,270000,Working,Higher education,Separated,House / apartment,Managers,1,45,15,1,0,M
7016,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,With parents,Drivers,1,32,2,1,1,M
7017,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,Core staff,2,26,1,1,0,M
7018,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,Core staff,2,26,1,1,1,M
7019,Y,Y,1,198000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,43,9,1,1,M
7020,Y,Y,1,198000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,43,9,1,0,M
7021,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,33,2,1,0,M
7022,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,33,2,1,1,M
7023,Y,Y,1,270000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,41,15,1,1,M
7024,Y,Y,1,270000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,41,15,1,0,M
7025,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,26,4,1,0,M
7026,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,Laborers,2,28,2,1,1,M
7027,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,Laborers,2,28,2,1,0,M
7028,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,25,4,1,1,M
7029,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,25,4,1,0,M
7030,N,N,0,121500,State servant,Incomplete higher,Single / not married,With parents,Not identified,1,31,8,1,1,M
7031,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,33,1,1,0,M
7032,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,33,1,1,1,M
7033,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,57,3,1,1,M
7034,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,30,7,1,1,M
7035,N,Y,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Security staff,2,40,3,1,0,M
7036,N,Y,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Security staff,2,40,3,1,1,M
7037,N,Y,0,162000,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,28,1,1,0,M
7038,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,4,1,0,M
7039,N,N,0,225000,Working,Secondary / secondary special,Single / not married,Co-op apartment,Laborers,1,33,0,1,0,M
7040,N,N,0,225000,Working,Secondary / secondary special,Single / not married,Co-op apartment,Laborers,1,33,0,1,1,M
7041,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,Security staff,4,42,12,1,0,M
7042,N,N,0,180000,Working,Higher education,Single / not married,House / apartment,Managers,1,27,0,1,1,M
7043,Y,N,0,202500,Working,Higher education,Married,House / apartment,Not identified,2,42,8,1,1,M
7044,Y,N,0,202500,Working,Higher education,Married,House / apartment,Not identified,2,42,8,1,0,M
7045,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,42,3,1,0,M
7046,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,42,3,1,1,M
7047,Y,N,0,153000,Working,Secondary / secondary special,Single / not married,With parents,Laborers,1,30,3,1,0,M
7048,Y,N,0,153000,Working,Secondary / secondary special,Single / not married,With parents,Laborers,1,30,3,1,1,M
7049,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,Laborers,1,41,17,1,0,M
7050,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Sales staff,2,51,0,1,1,M
7051,Y,Y,0,337500,Working,Higher education,Married,With parents,Laborers,2,30,3,1,1,M
7052,Y,Y,0,337500,Working,Higher education,Married,With parents,Laborers,2,30,3,1,0,M
7053,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,60,9,1,1,M
7054,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,57,9,1,1,M
7055,Y,N,0,157500,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,24,3,1,1,M
7056,Y,N,0,157500,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,24,3,1,0,M
7057,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,6,1,0,M
7058,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,6,1,1,M
7059,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,27,8,1,0,M
7060,N,Y,0,450000,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,48,18,1,0,M
7061,N,Y,0,450000,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,48,18,1,1,M
7062,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,29,2,1,0,M
7063,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,23,1,1,0,M
7064,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,Managers,2,53,20,1,1,M
7065,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,Managers,2,53,20,1,0,M
7066,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,29,2,1,1,M
7067,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,29,2,1,0,M
7068,N,N,0,157500,Working,Secondary / secondary special,Single / not married,With parents,Drivers,1,24,0,1,0,M
7069,N,N,3,135000,Working,Secondary / secondary special,Married,With parents,Laborers,5,33,1,1,1,M
7070,N,N,3,135000,Working,Secondary / secondary special,Married,With parents,Laborers,5,33,1,1,0,M
7071,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,41,11,1,0,M
7072,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,43,3,1,0,M
7073,N,Y,0,495000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,2,46,1,1,1,M
7074,N,Y,0,495000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,2,46,1,1,0,M
7075,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,43,7,1,1,M
7076,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,43,7,1,0,M
7077,Y,Y,0,270000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Waiters/barmen staff,1,25,2,1,1,M
7078,Y,Y,1,247500,Working,Higher education,Married,House / apartment,Sales staff,3,26,0,1,1,M
7079,Y,Y,1,247500,Working,Higher education,Married,House / apartment,Sales staff,3,26,0,1,0,M
7080,Y,N,2,337500,Working,Higher education,Married,House / apartment,Not identified,4,33,4,1,0,M
7081,Y,N,2,337500,Working,Higher education,Married,House / apartment,Not identified,4,33,4,1,1,M
7082,Y,N,2,337500,Working,Higher education,Single / not married,House / apartment,Not identified,4,33,4,1,1,M
7083,N,Y,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,46,3,1,0,M
7084,N,Y,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,46,3,1,1,M
7085,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,23,4,1,0,M
7086,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,23,4,1,1,M
7087,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,52,6,1,1,M
7088,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,52,6,1,0,M
7089,Y,Y,0,202500,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,47,0,1,1,M
7090,Y,Y,0,202500,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,47,0,1,0,M
7091,Y,Y,1,270000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,50,15,1,1,M
7092,Y,Y,0,315000,Working,Higher education,Married,House / apartment,Sales staff,2,24,3,1,1,M
7093,Y,Y,0,315000,Working,Higher education,Married,House / apartment,Sales staff,2,24,3,1,0,M
7094,Y,N,0,225000,Working,Secondary / secondary special,Married,Municipal apartment,Not identified,2,40,1,1,1,M
7095,Y,N,0,225000,Working,Secondary / secondary special,Married,Municipal apartment,Not identified,2,40,1,1,0,M
7096,Y,Y,0,54000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,55,2,1,0,M
7097,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,41,2,1,1,M
7098,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,32,3,1,0,M
7099,N,Y,0,270000,Working,Higher education,Married,House / apartment,Managers,2,38,10,1,0,M
7100,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,60,8,1,0,M
7101,N,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,38,14,1,0,M
7102,N,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,38,14,1,1,M
7103,Y,Y,2,216000,State servant,Higher education,Married,House / apartment,High skill tech staff,4,31,7,1,0,M
7104,N,Y,1,225000,Working,Higher education,Married,House / apartment,Core staff,3,37,10,1,0,M
7105,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,41,4,1,0,M
7106,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,2,1,1,M
7107,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,2,1,0,M
7108,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,38,4,1,0,M
7109,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,25,2,1,1,M
7110,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,With parents,Not identified,3,29,0,1,1,M
7111,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,With parents,Not identified,3,29,0,1,0,M
7112,N,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,Managers,2,53,5,1,0,M
7113,N,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,Managers,2,53,5,1,1,M
